,input,target,trial_id,task_id
36798,[-0.8390727024732213],[-0.99478477],0,1454
36799,[-0.8594700126402408],[-0.99597059],1,1454
36800,[-0.8364436866713442],[-0.98458672],2,1454
36801,[-0.8871385540358809],[-0.99784418],3,1454
36802,[-0.8589690070430898],[-0.99359895],4,1454
36803,[-0.796899603184888],[-0.99819755],5,1454
36804,[-0.8834501796823152],[-0.99312462],6,1454
36805,[-0.819174347947896],[-0.99867663],7,1454
36806,[-0.8575076935680381],[-0.98766985],8,1454
36807,[-0.8908825959284838],[-0.97581166],9,1454
36808,[-0.8505360705202999],[-0.98648403],10,1454
36809,[-0.9417372777663442],[-0.99739357],11,1454
36810,[-0.890515495657932],[-0.9945476],12,1454
36811,[-0.9142694147020919],[-0.9984276],13,1454
36812,[-0.9074902377036558],[-0.99767579],14,1454
36813,[-0.9118033367716921],[-0.99835171],15,1454
36814,[-0.8782589458793798],[-0.99383611],16,1454
36815,[-0.8924112107891896],[-0.99573342],17,1454
36816,[-0.891608569597545],[-0.99715641],18,1454
36817,[-0.8256772520842208],[-0.9867212],19,1454
36818,[-0.8929542420511375],[-0.98553538],20,1454
36819,[-0.8815731490362033],[-0.99170164],21,1454
36820,[-0.8831113126227895],[-0.99691924],22,1454
36821,[-0.9044437811811885],[-0.99792244],23,1454
36822,[-0.8484683791390734],[-0.99773746],24,1454
36823,[-0.8728851880459892],[-0.99858413],0,1455
36824,[-0.8885111288299237],[-0.99573342],1,1455
36825,[-0.9043636692645669],[-0.99795565],2,1455
36826,[-0.8589130149014729],[-0.99383611],3,1455
36827,[-0.8768625001723098],[-0.99549626],4,1455
36828,[-0.8897053345065288],[-0.99668208],5,1455
36829,[-0.894499555911211],[-0.99828056],6,1455
36830,[-0.8587191712577313],[-0.99691924],7,1455
36831,[-0.8522657570676027],[-0.99288746],8,1455
36832,[-0.9067243343106204],[-0.99765682],9,1455
36833,[-0.9353089348425314],[-0.99739357],10,1455
36834,[-0.9085739234153304],[-0.99764496],11,1455
36835,[-0.8779206378576299],[-0.99767579],12,1455
36836,[-0.8113850185421289],[-0.99715641],13,1455
36837,[-0.8508332577069435],[-0.99597059],14,1455
36838,[-0.8869099328324408],[-0.99644491],15,1455
36839,[-0.9153680213123377],[-0.99431044],16,1455
36840,[-0.8962467256886969],[-0.99431044],17,1455
36841,[-0.8235053650783211],[-0.98245225],18,1455
36842,[-0.7794367309934964],[-0.99573342],19,1455
36843,[-0.8432735810194801],[-0.99800545],20,1455
36844,[-0.8848339370352218],[-0.99839914],21,1455
36845,[-0.8897223040080462],[-0.99644491],22,1455
36846,[-0.8804447511225496],[-0.99802443],23,1455
36847,[-0.8869126126070693],[-0.99739357],24,1455
36848,[-0.8731082928089254],[-0.99780386],0,1456
36849,[-0.9261269233162689],[-0.99910826],1,1456
36850,[-0.8921239735732817],[-0.99816435],2,1456
36851,[-0.8860410997647923],[-0.99668208],3,1456
36852,[-0.9030167957814302],[-0.94260873],4,1456
36853,[-0.8577765372013203],[-0.99668208],5,1456
36854,[-0.8831780184528776],[-0.99739357],6,1456
36855,[-0.899642184084561],[-0.9945476],7,1456
36856,[-0.9048032027973876],[-0.99668208],8,1456
36857,[-0.8209152168286442],[-0.99549626],9,1456
36858,[-0.8632028918108042],[-0.99597059],10,1456
36859,[-0.9219126585203009],[-0.99833037],11,1456
36860,[-0.8745231633190775],[-0.99217597],12,1456
36861,[-0.8953666090747152],[-0.99715641],13,1456
36862,[-0.9197739170444638],[-0.99903711],14,1456
36863,[-0.8974146529831435],[-0.99715641],15,1456
36864,[-0.9048997432112273],[-0.99768291],16,1456
36865,[-0.918422762413973],[-0.99769951],17,1456
36866,[-0.860845230691122],[-0.95683856],18,1456
36867,[-0.825502796231214],[-0.93762829],19,1456
36868,[-0.8091471434385112],[-0.99830428],20,1456
36869,[-0.8997854275962008],[-0.99715641],21,1456
36870,[-0.8308989931195867],[-0.99866714],22,1456
36871,[-0.8768642710597159],[-0.99336178],23,1456
36872,[-0.8813841690211114],[-0.99798648],24,1456
36873,[-0.8779680226208468],[-0.99886873],0,1457
36874,[-0.8498709656957758],[-0.99776355],1,1457
36875,[-0.8330663302793304],[-0.99549626],2,1457
36876,[-0.8412237094181946],[-0.99739357],3,1457
36877,[-0.7963179586427604],[-0.99867663],4,1457
36878,[-0.8670862080468388],[-0.9978513],5,1457
36879,[-0.8348792428992519],[-0.99770425],6,1457
36880,[-0.8621233704797224],[-0.99782758],7,1457
36881,[-0.8590294151322985],[-0.9980268],8,1457
36882,[-0.8664382958881055],[-0.99668208],9,1457
36883,[-0.8799721676370925],[-0.97201704],10,1457
36884,[-0.9256837975149018],[-0.99715641],11,1457
36885,[-0.8521521472918685],[-0.98790702],12,1457
36886,[-0.8587423370618219],[-0.99715641],13,1457
36887,[-0.9052751821613773],[-0.99835171],14,1457
36888,[-0.8842221801938023],[-0.99776829],15,1457
36889,[-0.8964484842253353],[-0.99051582],16,1457
36890,[-0.9092263024662273],[-0.99881655],17,1457
36891,[-0.917631879049097],[-0.99889007],18,1457
36892,[-0.8695019464288742],[-0.99856042],19,1457
36893,[-0.8787591440276145],[-0.99407328],20,1457
36894,[-0.8856756711975248],[-0.99407328],21,1457
36895,[-0.7820098917081793],[-0.98624687],22,1457
36896,[-0.8760556211136551],[-0.9952591],23,1457
36897,[-0.8323021076063177],[-0.99715641],24,1457
36898,[-0.8542216991643381],[-0.98814418],0,1458
36899,[-0.8911812627618857],[-0.99856279],1,1458
36900,[-0.9080778260796836],[-0.99834934],2,1458
36901,[-0.8833492012298745],[-0.99573342],3,1458
36902,[-0.920269787158305],[-0.99897308],4,1458
36903,[-0.8311441564311478],[-0.97177988],5,1458
36904,[-0.812723239563174],[-0.98600971],6,1458
36905,[-0.8825741169938821],[-0.99644491],7,1458
36906,[-0.8247601163493945],[-0.99122731],8,1458
36907,[-0.8460119923990195],[-0.97201704],9,1458
36908,[-0.9016812617484042],[-0.99855093],10,1458
36909,[-0.82997508761763],[-0.99739357],11,1458
36910,[-0.8518700230174246],[-0.98648403],12,1458
36911,[-0.847027239263501],[-0.97960628],13,1458
36912,[-0.8678659981185601],[-0.99787501],14,1458
36913,[-0.7122671808737004],[-0.95683856],15,1458
36914,[-0.8819474428605867],[-0.99383611],16,1458
36915,[-0.8446405726491555],[-0.99644491],17,1458
36916,[-0.7977413012802376],[-0.99051582],18,1458
36917,[-0.8932462184647061],[-0.9981857],19,1458
36918,[-0.8651859556928587],[-0.97865763],20,1458
36919,[-0.8736601135873872],[-0.98529822],21,1458
36920,[-0.8449933047471951],[-0.99773034],22,1458
36921,[-0.8457019383267939],[-0.99763073],23,1458
36922,[-0.8965876016775202],[-0.99668208],24,1458
36923,[-0.8970343954880357],[-0.99549626],0,1459
36924,[-0.8661726573671682],[-0.99864817],1,1459
36925,[-0.8678043461703002],[-0.96276765],2,1459
36926,[-0.8819345994185243],[-0.99573342],3,1459
36927,[-0.7923737090925099],[-0.99691924],4,1459
36928,[-0.8649616733438981],[-0.99810269],5,1459
36929,[-0.8841378213934321],[-0.99806237],6,1459
36930,[-0.908980340271651],[-0.99784418],7,1459
36931,[-0.9194032569656233],[-0.99803628],8,1459
36932,[-0.9064243510334239],[-0.99763073],9,1459
36933,[-0.8932849868327849],[-0.99891379],10,1459
36934,[-0.9014216770655747],[-0.99894462],11,1459
36935,[-0.917915177753707],[-0.99829479],12,1459
36936,[-0.7743493213256155],[-0.99763073],13,1459
36937,[-0.8803104648387564],[-0.99715641],14,1459
36938,[-0.8409219273017033],[-0.961819],15,1459
36939,[-0.8965316185526416],[-0.99739357],16,1459
36940,[-0.8249822130409865],[-0.99691924],17,1459
36941,[-0.8297776228517793],[-0.99051582],18,1459
36942,[-0.8612703730587477],[-0.99383611],19,1459
36943,[-0.8739633519071169],[-0.99806474],20,1459
36944,[-0.7961686089959306],[-0.99715641],21,1459
36945,[-0.8574935609578145],[-0.99597059],22,1459
36946,[-0.8711985151725846],[-0.99691924],23,1459
36947,[-0.9019953291708559],[-0.99793193],24,1459
36948,[-0.8819474428605867],[-0.99691924],0,1460
36949,[-0.9099766177220558],[-0.99891616],1,1460
36950,[-0.8902256039142628],[-0.99549626],2,1460
36951,[-0.907987781324129],[-0.99478477],3,1460
36952,[-0.8766238830127687],[-0.9952591],4,1460
36953,[-0.8912957248448095],[-0.99805763],5,1460
36954,[-0.8413808152633269],[-0.99807423],6,1460
36955,[-0.8076084514710595],[-0.99881181],7,1460
36956,[-0.8796545728666103],[-0.99644491],8,1460
36957,[-0.8972361287778069],[-0.99668208],9,1460
36958,[-0.7275395014108706],[-0.99549626],10,1460
36959,[-0.7802258903580057],[-0.99844421],11,1460
36960,[-0.8646537490252635],[-0.99431044],12,1460
36961,[-0.9055377135142896],[-0.99620775],13,1460
36962,[-0.8824711332188391],[-0.99795802],14,1460
36963,[-0.7669570602218791],[-0.92980189],15,1460
36964,[-0.7829381540980921],[-0.99739357],16,1460
36965,[-0.748199936232184],[-0.99502193],17,1460
36966,[-0.8880717972720413],[-0.998762],18,1460
36967,[-0.9022430802863147],[-0.99910826],19,1460
36968,[-0.8592862781126662],[-0.99739357],20,1460
36969,[-0.8354796134035214],[-0.98577254],21,1460
36970,[-0.873977125876574],[-0.99766631],22,1460
36971,[-0.8146654558172933],[-0.99431044],23,1460
36972,[-0.9104359700457028],[-0.99668208],24,1460
36973,[-0.8215321853448124],[-0.98363807],0,1461
36974,[-0.9032477144497942],[-0.99811692],1,1461
36975,[-0.8717349461820825],[-0.9983944],2,1461
36976,[-0.8143481495824374],[-0.99691924],3,1461
36977,[-0.9247732007187047],[-0.99763311],4,1461
36978,[-0.8638087426886244],[-0.99620775],5,1461
36979,[-0.8765982971161131],[-0.99597059],6,1461
36980,[-0.9018072580429864],[-0.9979343],7,1461
36981,[-0.8331446244215068],[-0.99739357],8,1461
36982,[-0.8462328114187916],[-0.99739357],9,1461
36983,[-0.832255473035729],[-0.98624687],10,1461
36984,[-0.8451605977032809],[-0.99122731],11,1461
36985,[-0.8788897442687826],[-0.99170164],12,1461
36986,[-0.8673362683489814],[-0.99739357],13,1461
36987,[-0.8927129577404014],[-0.99808372],14,1461
36988,[-0.8555577137895165],[-0.99478477],15,1461
36989,[-0.815248564677724],[-0.97344002],16,1461
36990,[-0.9303353164122433],[-0.99806474],17,1461
36991,[-0.9426237962645326],[-0.99620775],18,1461
36992,[-0.8894182451651294],[-0.99715641],19,1461
36993,[-0.9108642074087567],[-0.99620775],20,1461
36994,[-0.8999606336418359],[-0.99383611],21,1461
36995,[-0.902431039606629],[-0.99852247],22,1461
36996,[-0.7269002074506232],[-0.99170164],23,1461
36997,[-0.8701440418897176],[-0.99122731],24,1461
36998,[-0.8687867892391014],[-0.99502193],0,1462
36999,[-0.8849073008248851],[-0.99809557],1,1462
37000,[-0.816958076949292],[-0.99312462],2,1462
37001,[-0.8672382365666234],[-0.98743269],3,1462
37002,[-0.820558597614715],[-0.99075298],4,1462
37003,[-0.856225990068592],[-0.99824262],5,1462
37004,[-0.8883521853735218],[-0.998411],6,1462
37005,[-0.8184171186571241],[-0.99739357],7,1462
37006,[-0.9168144287664364],[-0.97747181],8,1462
37007,[-0.891635601779027],[-0.99739357],9,1462
37008,[-0.8605548353626176],[-0.99715641],10,1462
37009,[-0.9016001760240442],[-0.98861851],11,1462
37010,[-0.8239961281115781],[-0.99644491],12,1462
37011,[-0.8068211531613395],[-0.95185812],13,1462
37012,[-0.8231269145375725],[-0.98600971],14,1462
37013,[-0.8373346215679616],[-0.99715641],15,1462
37014,[-0.898453503865198],[-0.99336178],16,1462
37015,[-0.9063698791138878],[-0.99826633],17,1462
37016,[-0.8932508133945538],[-0.9952591],18,1462
37017,[-0.8801924501609347],[-0.96276765],19,1462
37018,[-0.8550770609995187],[-0.99739357],20,1462
37019,[-0.932495661993094],[-0.98743269],21,1462
37020,[-0.803040755779832],[-0.99620775],22,1462
37021,[-0.8878535777779267],[-0.99644491],23,1462
37022,[-0.8220180180255563],[-0.99691924],24,1462
37023,[-0.8266251439134553],[-0.91106594],0,1463
37024,[-0.8355729817288204],[-0.99739357],1,1463
37025,[-0.8872365299144612],[-0.99805526],2,1463
37026,[-0.7703441510845827],[-0.99644491],3,1463
37027,[-0.9160435156735907],[-0.99763073],4,1463
37028,[-0.8618950639604497],[-0.9945476],5,1463
37029,[-0.858280098029402],[-0.99146447],6,1463
37030,[-0.8808276415052468],[-0.99265029],7,1463
37031,[-0.8792226278207594],[-0.99644491],8,1463
37032,[-0.923824596567143],[-0.9952591],9,1463
37033,[-0.7337361069464801],[-0.99478477],10,1463
37034,[-0.8264009715687021],[-0.98316374],11,1463
37035,[-0.8374222191807361],[-0.99715641],12,1463
37036,[-0.9056013284064817],[-0.9952591],13,1463
37037,[-0.7964775981913605],[-0.99739357],14,1463
37038,[-0.9112946340358745],[-0.99739357],15,1463
37039,[-0.9173851089547673],[-0.99549626],16,1463
37040,[-0.8682925529582436],[-0.99644491],17,1463
37041,[-0.8541441886894309],[-0.99620775],18,1463
37042,[-0.8912113209607477],[-0.99099015],19,1463
37043,[-0.8998965138122978],[-0.99809557],20,1463
37044,[-0.7316644644305218],[-0.94758917],21,1463
37045,[-0.8475808074858491],[-0.99801257],22,1463
37046,[-0.8597315938543527],[-0.99791059],23,1463
37047,[-0.9083235610524542],[-0.99573342],24,1463
37048,[-0.8723000468127413],[-0.99027866],0,1464
37049,[-0.8714922498501255],[-0.99790347],1,1464
37050,[-0.857910858199556],[-0.96632511],2,1464
37051,[-0.8395341015964669],[-0.98743269],3,1464
37052,[-0.8658006943696406],[-0.98695836],4,1464
37053,[-0.8544749868952528],[-0.99478477],5,1464
37054,[-0.8681185804024106],[-0.99796039],6,1464
37055,[-0.8589703521150285],[-0.99715641],7,1464
37056,[-0.8878720007776613],[-0.99849401],8,1464
37057,[-0.8412349280440117],[-0.99312462],9,1464
37058,[-0.9030193853886757],[-0.99769002],10,1464
37059,[-0.8797867636604181],[-0.99027866],11,1464
37060,[-0.7804940409422387],[-0.93715396],12,1464
37061,[-0.7337564342813476],[-0.98743269],13,1464
37062,[-0.8468723749795148],[-0.99668208],14,1464
37063,[-0.7978774937025116],[-0.99763785],15,1464
37064,[-0.8762253359656534],[-0.99858176],16,1464
37065,[-0.8856765223776222],[-0.99803154],17,1464
37066,[-0.8396922263330293],[-0.9945476],18,1464
37067,[-0.8987163490006038],[-0.96822242],19,1464
37068,[-0.8543837808965121],[-0.99763073],20,1464
37069,[-0.8019173675659886],[-0.9952591],21,1464
37070,[-0.7584268434618704],[-0.99861733],22,1464
37071,[-0.8542918127579648],[-0.99027866],23,1464
37072,[-0.9134711700720519],[-0.99847504],24,1464
37073,[-0.8769393714731795],[-0.98482389],0,1465
37074,[-0.8670935602952645],[-0.99829005],1,1465
37075,[-0.8691634932376374],[-0.99573342],2,1465
37076,[-0.8114907957027033],[-0.99170164],3,1465
37077,[-0.8826500703907907],[-0.99715641],4,1465
37078,[-0.8919925455955358],[-0.98624687],5,1465
37079,[-0.8780482788052816],[-0.99691924],6,1465
37080,[-0.8952336446447596],[-0.99807423],7,1465
37081,[-0.8440787901781982],[-0.99620775],8,1465
37082,[-0.7845123034873116],[-0.99715641],9,1465
37083,[-0.8526238230171953],[-0.99818332],10,1465
37084,[-0.9135899060889392],[-0.99786078],11,1465
37085,[-0.8772617757718814],[-0.9670366],12,1465
37086,[-0.8518715693880464],[-0.99075298],13,1465
37087,[-0.8975277012414988],[-0.99597059],14,1465
37088,[-0.9142970888753423],[-0.99874777],15,1465
37089,[-0.8837144620858092],[-0.99573342],16,1465
37090,[-0.8465363761444487],[-0.99597059],17,1465
37091,[-0.8374478501610833],[-0.99691924],18,1465
37092,[-0.8909410857066152],[-0.99739357],19,1465
37093,[-0.8977382673281279],[-0.99715641],20,1465
37094,[-0.8515462630521164],[-0.96845958],21,1465
37095,[-0.8276354243584704],[-0.99644491],22,1465
37096,[-0.8616444545389434],[-0.99691924],23,1465
37097,[-0.8760537384186939],[-0.9952591],24,1465
37098,[-0.8785989562613244],[-0.99597059],0,1466
37099,[-0.875311280348637],[-0.99620775],1,1466
37100,[-0.8895619900074198],[-0.95778721],2,1466
37101,[-0.8815693493826755],[-0.99803865],3,1466
37102,[-0.9309677071576333],[-0.99870271],4,1466
37103,[-0.8832981394407707],[-0.99780861],5,1466
37104,[-0.8692697167267587],[-0.99806949],6,1466
37105,[-0.8714493824728067],[-0.99775406],7,1466
37106,[-0.9084816857890167],[-0.98814418],8,1466
37107,[-0.8631440751759089],[-0.98766985],9,1466
37108,[-0.8429376948936429],[-0.97676032],10,1466
37109,[-0.9176530647774527],[-0.99822601],11,1466
37110,[-0.8705495940408333],[-0.99776829],12,1466
37111,[-0.8458303303687476],[-0.99715641],13,1466
37112,[-0.8776339632861931],[-0.99739357],14,1466
37113,[-0.8708234359902937],[-0.99763073],15,1466
37114,[-0.8215274894274956],[-0.99099015],16,1466
37115,[-0.8905365659720371],[-0.99668208],17,1466
37116,[-0.9001176799764953],[-0.99099015],18,1466
37117,[-0.8879507673969256],[-0.98648403],19,1466
37118,[-0.8979704952268958],[-0.99830428],20,1466
37119,[-0.9024027739353448],[-0.99830665],21,1466
37120,[-0.8602570765147646],[-0.99644491],22,1466
37121,[-0.9008115107767948],[-0.99823076],23,1466
37122,[-0.876215159674786],[-0.99549626],24,1466
37123,[-0.9029932476676349],[-0.99763073],0,1467
37124,[-0.8764114017709206],[-0.99862208],1,1467
37125,[-0.8766690947420506],[-0.99004149],2,1467
37126,[-0.8853162604014118],[-0.99478477],3,1467
37127,[-0.883991923354031],[-0.99813589],4,1467
37128,[-0.8748030122196064],[-0.99837306],5,1467
37129,[-0.8756633948001018],[-0.99787501],6,1467
37130,[-0.8939808554159446],[-0.99739357],7,1467
37131,[-0.8813217100747718],[-0.99850112],8,1467
37132,[-0.8743850214779789],[-0.99820704],9,1467
37133,[-0.8820206948426947],[-0.96466496],10,1467
37134,[-0.8996370842173674],[-0.99764259],11,1467
37135,[-0.8786072606773168],[-0.99597059],12,1467
37136,[-0.8861996969784427],[-0.99668208],13,1467
37137,[-0.8689955501747187],[-0.99691924],14,1467
37138,[-0.8020609140400361],[-0.99906557],15,1467
37139,[-0.9125119874830937],[-0.99881655],16,1467
37140,[-0.8171603512433624],[-0.98150359],17,1467
37141,[-0.8642154381621591],[-0.98766985],18,1467
37142,[-0.8687407605933276],[-0.99806237],19,1467
37143,[-0.8638049322150106],[-0.99265029],20,1467
37144,[-0.8422267629474465],[-0.99833274],21,1467
37145,[-0.8253006481714801],[-0.96158183],22,1467
37146,[-0.7674549428717132],[-0.99051582],23,1467
37147,[-0.8798683200585184],[-0.99644491],24,1467
37148,[-0.9182558084872481],[-0.99829005],0,1468
37149,[-0.9314223455304869],[-0.99782284],1,1468
37150,[-0.8937838721439202],[-0.99912961],2,1468
37151,[-0.8062605572931452],[-0.98292658],3,1468
37152,[-0.8794458335711648],[-0.99573342],4,1468
37153,[-0.8929275705391881],[-0.99811929],5,1468
37154,[-0.8778898186460536],[-0.99825685],6,1468
37155,[-0.8850648899671913],[-0.99597059],7,1468
37156,[-0.8760927863056606],[-0.99431044],8,1468
37157,[-0.8145179996855106],[-0.99122731],9,1468
37158,[-0.8774652691289725],[-0.99763073],10,1468
37159,[-0.9164795903855919],[-0.99691924],11,1468
37160,[-0.8738730546828896],[-0.99739357],12,1468
37161,[-0.8331040310655922],[-0.99813826],13,1468
37162,[-0.8748030122196064],[-0.98956716],14,1468
37163,[-0.8755394416984228],[-0.99620775],15,1468
37164,[-0.8936492594541998],[-0.97936912],16,1468
37165,[-0.8827251491640824],[-0.99715641],17,1468
37166,[-0.8770417294865831],[-0.99852958],18,1468
37167,[-0.8526354451420523],[-0.98695836],19,1468
37168,[-0.7966358708024315],[-0.99739357],20,1468
37169,[-0.8287127947466261],[-0.9670366],21,1468
37170,[-0.9201963692682118],[-0.9983446],22,1468
37171,[-0.913582808112534],[-0.99763548],23,1468
37172,[-0.9056817180386436],[-0.99763073],24,1468
37173,[-0.811244613499712],[-0.98743269],0,1469
37174,[-0.8737600388847921],[-0.99478477],1,1469
37175,[-0.8994007663260977],[-0.99811218],2,1469
37176,[-0.8728417472041132],[-0.99847266],3,1469
37177,[-0.8683331688560041],[-0.99813352],4,1469
37178,[-0.8222346217201641],[-0.99739357],5,1469
37179,[-0.8223103983890018],[-0.98814418],6,1469
37180,[-0.8682028264935518],[-0.99668208],7,1469
37181,[-0.675366994414044],[-0.99715641],8,1469
37182,[-0.8448777218836983],[-0.97462584],9,1469
37183,[-0.8063888402325652],[-0.99691924],10,1469
37184,[-0.8541132001885926],[-0.97865763],11,1469
37185,[-0.8888306856426642],[-0.99763073],12,1469
37186,[-0.7489004213853633],[-0.99312462],13,1469
37187,[-0.8574014695153708],[-0.99850112],14,1469
37188,[-0.8380483216528221],[-0.99099015],15,1469
37189,[-0.9146074630417782],[-0.97604883],16,1469
37190,[-0.8883964287051082],[-0.99668208],17,1469
37191,[-0.8837522422193681],[-0.99763073],18,1469
37192,[-0.8814554932245667],[-0.99779675],19,1469
37193,[-0.8822889896947409],[-0.99644491],20,1469
37194,[-0.8822861205686077],[-0.99863394],21,1469
37195,[-0.8699233337758268],[-0.99620775],22,1469
37196,[-0.8689544410613722],[-0.9919388],23,1469
37197,[-0.885723146128125],[-0.99502193],24,1469
37198,[-0.8596670391926092],[-0.99836594],0,1470
37199,[-0.8587763851673904],[-0.9989209],1,1470
37200,[-0.8331819681449311],[-0.99644491],2,1470
37201,[-0.8741498883861244],[-0.99715641],3,1470
37202,[-0.8734724896897385],[-0.95422976],4,1470
37203,[-0.8457389231840331],[-0.99886636],5,1470
37204,[-0.8752335236040645],[-0.99691924],6,1470
37205,[-0.7945552331883257],[-0.93786545],7,1470
37206,[-0.9006921291614438],[-0.98861851],8,1470
37207,[-0.8478371100759302],[-0.95992169],9,1470
37208,[-0.8701045584942901],[-0.99691924],10,1470
37209,[-0.9063684075821941],[-0.99828768],11,1470
37210,[-0.5961021029767637],[-0.9980434],12,1470
37211,[-0.8831355207618299],[-0.99832799],13,1470
37212,[-0.8818276807388785],[-0.99004149],14,1470
37213,[-0.8969521989015146],[-0.99763073],15,1470
37214,[-0.8761803496548295],[-0.99217597],16,1470
37215,[-0.8762428753250326],[-0.99027866],17,1470
37216,[-0.8972720045762327],[-0.99739357],18,1470
37217,[-0.8955706722896681],[-0.99822839],19,1470
37218,[-0.8848130362357971],[-0.99824736],20,1470
37219,[-0.9172883557459032],[-0.99827345],21,1470
37220,[-0.8097769553967419],[-0.96585078],22,1470
37221,[-0.8860922517212791],[-0.99763073],23,1470
37222,[-0.8687280731408382],[-0.99715641],24,1470
37223,[-0.8343887052844529],[-0.99027866],0,1471
37224,[-0.8832983414157092],[-0.9979177],1,1471
37225,[-0.8637737640556614],[-0.9952591],2,1471
37226,[-0.882404851175452],[-0.99770188],3,1471
37227,[-0.8617000323614344],[-0.99821178],4,1471
37228,[-0.9012968709804507],[-0.99739357],5,1471
37229,[-0.8852600771049426],[-0.99312462],6,1471
37230,[-0.890599001474857],[-0.99691924],7,1471
37231,[-0.9029544720861654],[-0.99793667],8,1471
37232,[-0.8268636925457853],[-0.93999993],9,1471
37233,[-0.890393528042031],[-0.99739357],10,1471
37234,[-0.8660866403886212],[-0.99768528],11,1471
37235,[-0.8774579277006327],[-0.9982355],12,1471
37236,[-0.8774961009639823],[-0.95873587],13,1471
37237,[-0.8418502609238488],[-0.99691924],14,1471
37238,[-0.8857159165073403],[-0.99868374],15,1471
37239,[-0.8876562374430648],[-0.99597059],16,1471
37240,[-0.8735903132127077],[-0.99075298],17,1471
37241,[-0.8475891010817554],[-0.98529822],18,1471
37242,[-0.8760273680658045],[-0.99876438],19,1471
37243,[-0.8482430319133171],[-0.99644491],20,1471
37244,[-0.9128152348195618],[-0.99478477],21,1471
37245,[-0.8997547851126957],[-0.99597059],22,1471
37246,[-0.9065348168979245],[-0.99831614],23,1471
37247,[-0.922019719664412],[-0.99832088],24,1471
37248,[-0.70516829558132],[-0.824264],0,1472
37249,[-0.7698441837648491],[-0.97367719],1,1472
37250,[-0.8936828377877019],[-0.99785841],2,1472
37251,[-0.8997249974159831],[-0.99831851],3,1472
37252,[-0.8757915298650134],[-0.99502193],4,1472
37253,[-0.9124238182091097],[-0.99739357],5,1472
37254,[-0.8987814318177945],[-0.99668208],6,1472
37255,[-0.9025174596333789],[-0.99847029],7,1472
37256,[-0.8804771753135467],[-0.98695836],8,1472
37257,[-0.8866271931656067],[-0.99870983],9,1472
37258,[-0.8641728043183626],[-0.9945476],10,1472
37259,[-0.872164505398974],[-0.99739357],11,1472
37260,[-0.896078199242809],[-0.99715641],12,1472
37261,[-0.8564473815244497],[-0.9977754],13,1472
37262,[-0.8479655021178839],[-0.99715641],14,1472
37263,[-0.8747165705526845],[-0.9985533],15,1472
37264,[-0.8724857988355149],[-0.99873829],16,1472
37265,[-0.8445211693936325],[-0.99788687],17,1472
37266,[-0.8553559128742079],[-0.99620775],18,1472
37267,[-0.8349633997246836],[-0.99620775],19,1472
37268,[-0.8369267602301622],[-0.99739357],20,1472
37269,[-0.7845478077961187],[-0.97391435],21,1472
37270,[-0.8254500338852633],[-0.94332022],22,1472
37271,[-0.8692969734250249],[-0.99715641],23,1472
37272,[-0.8835959659141612],[-0.99823787],24,1472
37273,[-0.8747586642938555],[-0.99876438],0,1473
37274,[-0.870656636249794],[-0.99813352],1,1473
37275,[-0.8664193553275914],[-0.99715641],2,1473
37276,[-0.877607446862143],[-0.99715641],3,1473
37277,[-0.8240408691671197],[-0.98221508],4,1473
37278,[-0.9166506920119438],[-0.99878335],5,1473
37279,[-0.8658780363442504],[-0.95565274],6,1473
37280,[-0.8075122031995412],[-0.91059161],7,1473
37281,[-0.7899321278367768],[-0.97438868],8,1473
37282,[-0.892592660024437],[-0.98482389],9,1473
37283,[-0.8386171660332312],[-0.99691924],10,1473
37284,[-0.9005533254917525],[-0.99668208],11,1473
37285,[-0.8259938279632729],[-0.9952591],12,1473
37286,[-0.9030091856542886],[-0.98719553],13,1473
37287,[-0.8764667104437728],[-0.99668208],14,1473
37288,[-0.8869926668165657],[-0.99799597],15,1473
37289,[-0.9314615214551377],[-0.99805051],16,1473
37290,[-0.8807591539676667],[-0.99837068],17,1473
37291,[-0.8034703348335479],[-0.97083122],18,1473
37292,[-0.7619750021245238],[-0.98577254],19,1473
37293,[-0.8034799070029479],[-0.98695836],20,1473
37294,[-0.8255941177569145],[-0.99170164],21,1473
37295,[-0.8644048428656259],[-0.99839203],22,1473
37296,[-0.8920907667293984],[-0.99668208],23,1473
37297,[-0.8804446284949085],[-0.99765682],24,1473
37298,[-0.8039428191348835],[-0.88426643],0,1474
37299,[-0.8769698895256959],[-0.99831614],1,1474
37300,[-0.8997880604837901],[-0.99739357],2,1474
37301,[-0.8699972809484593],[-0.98743269],3,1474
37302,[-0.8528494396180089],[-0.98790702],4,1474
37303,[-0.8885934227972185],[-0.99795802],5,1474
37304,[-0.881251686084982],[-0.99715641],6,1474
37305,[-0.8212267054639364],[-0.99288746],7,1474
37306,[-0.8329810084913077],[-0.99431044],8,1474
37307,[-0.8806514273882676],[-0.99715641],9,1474
37308,[-0.895061071486714],[-0.99765208],10,1474
37309,[-0.9048199811440526],[-0.99715641],11,1474
37310,[-0.7529275636143331],[-0.99217597],12,1474
37311,[-0.8882809495341019],[-0.99691924],13,1474
37312,[-0.8882809495341019],[-0.99099015],14,1474
37313,[-0.8866752054938106],[-0.99763073],15,1474
37314,[-0.7401249854100157],[-0.96371631],16,1474
37315,[-0.9005390249447777],[-0.99146447],17,1474
37316,[-0.8996915200699502],[-0.98387523],18,1474
37317,[-0.8791296959055951],[-0.99644491],19,1474
