,input,target,trial_id,task_id
33281,[-0.19114949343875515],[-0.99336178],8,1313
33282,[-0.09239336344498311],[-0.9952591],9,1313
33283,[0.20000000556390157],[-0.99904897],10,1313
33284,[0.052976104517223205],[-0.99549626],11,1313
33285,[-0.2990000500472946],[-0.99715641],12,1313
33286,[0.15819379508690246],[-0.99825685],13,1313
33287,[-0.12570455163869557],[-0.99739357],14,1313
33288,[0.027748679345370286],[-0.99051582],15,1313
33289,[-0.18448408541935363],[-0.98980433],16,1313
33290,[-0.06899556123061149],[-0.99779675],17,1313
33291,[-0.19040408363667954],[-0.99801731],18,1313
33292,[-0.1906288513500487],[-0.99854619],19,1313
33293,[0.1291666980795276],[-0.99852721],20,1313
33294,[0.3071095617623536],[-0.99407328],21,1313
33295,[-0.1818596347816067],[-0.99644491],22,1313
33296,[-0.005910247479837719],[-0.99478477],23,1313
33297,[0.15714285754027868],[-0.97889479],24,1313
33298,[-0.13203468416610148],[-0.99715641],0,1314
33299,[-0.03723260688901703],[-0.98790702],1,1314
33300,[0.03452381445846034],[-0.99288746],2,1314
33301,[0.06171437883810102],[-0.99926005],3,1314
33302,[-0.03115573446713775],[-0.99336178],4,1314
33303,[-0.1960317753305451],[-0.99668208],5,1314
33304,[-0.20496633018879235],[-0.99763073],6,1314
33305,[-0.07256498490972527],[-0.99739357],7,1314
33306,[-0.2086561566977176],[-0.99833748],8,1314
33307,[-0.0033964211149062618],[-0.99431044],9,1314
33308,[0.015169824602732584],[-0.98150359],10,1314
33309,[-0.3281182837622624],[-0.99715641],11,1314
33310,[0.006884076305682885],[-0.99872643],12,1314
33311,[0.0977064095506151],[-0.99668208],13,1314
33312,[-0.09166666400063048],[-0.99407328],14,1314
33313,[0.04043290047384693],[-0.99937626],15,1314
33314,[-0.11673673508142031],[-0.99265029],16,1314
33315,[-0.10370370340103774],[-0.98624687],17,1314
33316,[-0.07033177739753455],[-0.99766868],18,1314
33317,[-0.11625781182211682],[-0.99739357],19,1314
33318,[-0.05797340964150139],[-0.99620775],20,1314
33319,[-0.05714287910039722],[-0.99806],21,1314
33320,[-0.28394880609661177],[-0.99668208],22,1314
33321,[0.03434344667955955],[-0.99800308],23,1314
33322,[0.018716547563471547],[-0.99805526],24,1314
33323,[-0.13981994386913546],[-0.98458672],0,1315
33324,[-0.19852276883443967],[-0.99004149],1,1315
33325,[0.0249999450564721],[-0.99772323],2,1315
33326,[0.31049380488771505],[-0.98624687],3,1315
33327,[-0.13434960974377147],[-0.9945476],4,1315
33328,[-0.21509518347229686],[-0.99597059],5,1315
33329,[-0.31858976850246945],[-0.99770663],6,1315
33330,[0.08047780227223622],[-0.99836594],7,1315
33331,[-0.006349232358238241],[-0.99826396],8,1315
33332,[-0.21555556850708196],[-0.98790702],9,1315
33333,[-0.05756303364944731],[-0.98150359],10,1315
33334,[-0.1101852312113373],[-0.99715641],11,1315
33335,[-0.554444459868816],[-0.99860073],12,1315
33336,[-0.04891332968656677],[-0.99336178],13,1315
33337,[-0.04523810146436602],[-0.9982687],14,1315
33338,[-0.05614038922662851],[-0.99763073],15,1315
33339,[0.0953209145752216],[-0.99549626],16,1315
33340,[0.019559242184366638],[-0.99796988],17,1315
33341,[-0.2947530961651671],[-0.99739357],18,1315
33342,[-0.1030032890447696],[-0.99715641],19,1315
33343,[-0.1862548805501274],[-0.99668208],20,1315
33344,[-0.24587669687522107],[-0.99597059],21,1315
33345,[0.4562499153243731],[-0.99288746],22,1315
33346,[-0.06309523836018577],[-0.99808609],23,1315
33347,[0.07228526323611151],[-0.99644491],24,1315
33348,[-0.5916268177718471],[-0.99478477],0,1316
33349,[0.1330345555286974],[-0.99867663],1,1316
33350,[0.03846798081755917],[-0.99851061],2,1316
33351,[-0.014611153246846725],[-0.99860785],3,1316
33352,[-0.21125545154552527],[-0.99861496],4,1316
33353,[-0.29160842073133086],[-0.9952591],5,1316
33354,[-0.04323502735311374],[-0.97462584],6,1316
33355,[-0.07107439133907502],[-0.99808134],7,1316
33356,[-0.30288788190307353],[-0.99791059],8,1316
33357,[-0.13630952884352998],[-0.99715641],9,1316
33358,[-0.5666666824310544],[-0.99620775],10,1316
33359,[-0.0004613100334198289],[-0.99691924],11,1316
33360,[0.0740740019494242],[-0.99478477],12,1316
33361,[-0.03370270082075057],[-0.99383611],13,1316
33362,[0.2617498264549554],[-0.99850112],14,1316
33363,[0.10485121028351446],[-0.99265029],15,1316
33364,[0.08424457753977016],[-0.99407328],16,1316
33365,[-0.022500007580815856],[-0.99803628],17,1316
33366,[-0.1493056049158628],[-0.99431044],18,1316
33367,[-0.039958626549786505],[-0.99407328],19,1316
33368,[-0.09180828442130651],[-0.99763073],20,1316
33369,[-0.07209691125846855],[-0.99823313],21,1316
33370,[0.18333325497505304],[-0.99807423],22,1316
33371,[-0.14103897905299556],[-0.98292658],23,1316
33372,[-0.12631579751754846],[-0.99788687],24,1316
33373,[-0.19541724935784924],[-0.99773746],0,1317
33374,[-0.253251398020681],[-0.99787264],1,1317
33375,[-0.1780145406447043],[-0.99838491],2,1317
33376,[-0.0035405470300046288],[-0.99934068],3,1317
33377,[0.2803723440820215],[-0.9952591],4,1317
33378,[-0.2755555771311294],[-0.99796751],5,1317
33379,[-0.009309617462572098],[-0.9952591],6,1317
33380,[-0.09473684053126467],[-0.99715641],7,1317
33381,[-0.1978202080292719],[-0.99620775],8,1317
33382,[0.015238024126134342],[-0.99715641],9,1317
33383,[-0.03951766648633133],[-0.99971066],10,1317
33384,[-0.12722029752184658],[-0.99820941],11,1317
33385,[0.01194509853516662],[-0.99844183],12,1317
33386,[0.08863637368932217],[-0.99826396],13,1317
33387,[-0.0343915466085669],[-0.99715641],14,1317
33388,[-0.09957578310732161],[-0.99359895],15,1317
33389,[-0.10064246823408635],[-0.99620775],16,1317
33390,[0.34242422918890086],[-0.99771137],17,1317
33391,[0.038182594396667074],[-0.99947112],18,1317
33392,[-0.06145128279784349],[-0.99122731],19,1317
33393,[-0.024803608880087022],[-0.99844421],20,1317
33394,[-0.4770075801760302],[-0.99857465],21,1317
33395,[-0.04721966414120246],[-0.99818095],22,1317
33396,[-0.20871796468919945],[-0.99882367],23,1317
33397,[-0.44374496310423867],[-0.99620775],24,1317
33398,[0.0907442299767493],[-0.99668208],0,1318
33399,[0.018294066608080667],[-0.99763073],1,1318
33400,[-0.02263375681950025],[-0.99794142],2,1318
33401,[-0.31045503840357863],[-0.99763073],3,1318
33402,[-0.06273450975726114],[-0.98885567],4,1318
33403,[-0.04785718989198212],[-0.99826396],5,1318
33404,[0.01298019287209129],[-0.99827108],6,1318
33405,[-0.37693455118607216],[-0.99668208],7,1318
33406,[-0.48148151342239787],[-0.99861971],8,1318
33407,[-0.19030912870163935],[-0.99691924],9,1318
33408,[-0.10276558526026776],[-0.98126643],10,1318
33409,[-0.16276659886403488],[-0.99739357],11,1318
33410,[-0.05494084682414862],[-0.99691924],12,1318
33411,[-0.2147436353069503],[-0.99788213],13,1318
33412,[-0.013923016856479606],[-0.99766868],14,1318
33413,[-0.10047366815427773],[-0.98838134],15,1318
33414,[-0.2304602523357328],[-0.99336178],16,1318
33415,[-0.33703364316011913],[-0.99739357],17,1318
33416,[0.09999998887219691],[-0.98553538],18,1318
33417,[-0.20842214595287778],[-0.99027866],19,1318
33418,[-0.17107441498565668],[-0.99051582],20,1318
33419,[-0.2523809951700049],[-0.99782521],21,1318
33420,[-0.38520498484407123],[-0.99789636],22,1318
33421,[-2.7819507794624165e-08],[-0.96134467],23,1318
33422,[0.02222225065994135],[-0.99549626],24,1318
33423,[-0.05614038922662851],[-0.99620775],0,1319
33424,[-0.13641461181813308],[-0.99860311],1,1319
33425,[-0.06906619148350834],[-0.99668208],2,1319
33426,[-0.12150123265457163],[-0.99786078],3,1319
33427,[-0.016202123079122083],[-0.98719553],4,1319
33428,[-0.0160714687606818],[-0.99767105],5,1319
33429,[-0.2828571407905508],[-0.99573342],6,1319
33430,[-0.40202379686262163],[-0.99774457],7,1319
33431,[-0.20312090922831216],[-0.99767817],8,1319
33432,[-0.283884306567749],[-0.98814418],9,1319
33433,[0.03761897116839069],[-0.99383611],10,1319
33434,[0.060662592796489],[-0.99739357],11,1319
33435,[-0.24696167158965313],[-0.99800071],12,1319
33436,[-0.2656417060491211],[-0.99715641],13,1319
33437,[0.10537192192099046],[-0.99715641],14,1319
33438,[0.20141479445320187],[-0.99573342],15,1319
33439,[-0.040303080740640956],[-0.98980433],16,1319
33440,[-0.3575757902847546],[-0.99715641],17,1319
33441,[0.1266666423709632],[-0.98695836],18,1319
33442,[-0.0750000125187785],[-0.9990466],19,1319
33443,[-0.7014245173711823],[-0.99739357],20,1319
33444,[0.30092439495143813],[-0.97747181],21,1319
33445,[-0.2774999938101595],[-0.99808609],22,1319
33446,[0.02349207209403195],[-0.99808372],23,1319
33447,[-0.16116096815114248],[-0.99502193],24,1319
33448,[-0.3393939336614348],[-0.99407328],0,1320
33449,[-0.028612697619003424],[-0.99906557],1,1320
33450,[-0.08156910244725704],[-0.99979367],2,1320
33451,[-0.03452256258060875],[-0.99620775],3,1320
33452,[-0.5061403634935838],[-0.99807897],4,1320
33453,[-0.5370523434332706],[-0.99819044],5,1320
33454,[-0.35416670433891684],[-0.99620775],6,1320
33455,[-0.2611111601043554],[-0.99875726],7,1320
33456,[0.015270211296673109],[-0.9980932],8,1320
33457,[0.0434488967742975],[-0.99668208],9,1320
33458,[-0.2035714600670856],[-0.99816435],10,1320
33459,[0.25227269382609174],[-0.99620775],11,1320
33460,[-0.05912700117195239],[-0.99815961],12,1320
33461,[-0.24166670120922218],[-0.99819518],13,1320
33462,[-0.05305376267328109],[-0.99928851],14,1320
33463,[-0.04101481502850983],[-0.9945476],15,1320
33464,[0.029048420660112984],[-0.99549626],16,1320
33465,[-0.01750960517191355],[-0.99478477],17,1320
33466,[-0.03938051631281689],[-0.99763548],18,1320
33467,[0.0033447463791450305],[-0.99668208],19,1320
33468,[-0.1322055115925419],[-0.99765919],20,1320
33469,[0.01837656535849791],[-0.9945476],21,1320
33470,[-0.12507029902688194],[-0.99122731],22,1320
33471,[-0.06356760664796099],[-0.99874777],23,1320
33472,[0.021563262158884516],[-0.99502193],24,1320
33473,[-0.23533549589204628],[-0.99808846],0,1321
33474,[-0.24242426813621176],[-0.99830191],1,1321
33475,[-0.09382125358374376],[-0.99813115],2,1321
33476,[0.12962313274420334],[-0.99502193],3,1321
33477,[0.07121213963200745],[-0.99715641],4,1321
33478,[-0.08076926725558523],[-0.90418819],5,1321
33479,[-0.08904525264411206],[-0.99834222],6,1321
33480,[-0.07241382761402734],[-0.99644491],7,1321
33481,[0.03742691919620875],[-0.99784418],8,1321
33482,[0.12091621100862995],[-0.99715641],9,1321
33483,[-0.14453604419228966],[-0.99792482],10,1321
33484,[-0.15468575862921488],[-0.99739357],11,1321
33485,[-0.07292678456370066],[-0.99099015],12,1321
33486,[-0.025459495506022778],[-0.9977422],13,1321
33487,[0.07368418109620492],[-0.99902763],14,1321
33488,[-0.14607843073160937],[-0.99816435],15,1321
33489,[0.20571429938558672],[-0.99004149],16,1321
33490,[-0.23697092129780561],[-0.9919388],17,1321
33491,[-0.38523811787787565],[-0.99359895],18,1321
33492,[0.6666666017544818],[-0.93762829],19,1321
33493,[0.18360324329837102],[-0.99739357],20,1321
33494,[0.023835156174126654],[-0.99831851],21,1321
33495,[-0.022018938741972346],[-0.9988545],22,1321
33496,[-0.11566230178705005],[-0.99359895],23,1321
33497,[-0.005208340433103531],[-0.99691924],24,1321
33498,[-0.2118233659328817],[-0.99549626],0,1322
33499,[0.030388569809952998],[-0.99739357],1,1322
33500,[0.154617513899113],[-0.9670366],2,1322
33501,[-0.21434345168707092],[-0.99872643],3,1322
33502,[-0.31428571508055736],[-0.99814775],4,1322
33503,[-0.19031663996874865],[-0.99359895],5,1322
33504,[0.11501833625489169],[-0.99549626],6,1322
33505,[-0.3785239074868944],[-0.99644491],7,1322
33506,[0.06568405568586369],[-0.99949721],8,1322
33507,[-0.24949910280696327],[-0.99691924],9,1322
33508,[-0.0153088247735165],[-0.99715641],10,1322
33509,[0.15149388392293678],[-0.99805526],11,1322
33510,[-0.05771961574916862],[-0.99763073],12,1322
33511,[0.09226188149618544],[-0.99951619],13,1322
33512,[-0.25173159048938937],[-0.99620775],14,1322
33513,[-0.13790705190861435],[-0.99771137],15,1322
33514,[-0.011464683454756652],[-0.99739357],16,1322
33515,[0.4010101096369585],[-0.99431044],17,1322
33516,[-0.044701303196497594],[-0.99644491],18,1322
33517,[-0.28787882623598804],[-0.99788687],19,1322
33518,[-0.2195055143689288],[-0.99715641],20,1322
33519,[0.04593369348282686],[-0.99942132],21,1322
33520,[-0.009523834627603464],[-0.9995233],22,1322
33521,[-0.6253472883032128],[-0.99715641],23,1322
33522,[-0.1360665810818055],[-0.9998079],24,1322
33523,[-0.014821795605124213],[-0.99620775],0,1323
33524,[-0.18008657931582314],[-0.99004149],1,1323
33525,[-0.017410129566853866],[-0.99739357],2,1323
33526,[-0.03397521376440252],[-0.99963714],3,1323
33527,[-0.16925772462186958],[-0.99932171],4,1323
33528,[-0.1445136321013084],[-0.99806237],5,1323
33529,[-0.2361111315893599],[-0.9670366],6,1323
33530,[-0.10703572192067884],[-0.99715641],7,1323
33531,[0.09999998887219691],[-0.99004149],8,1323
33532,[0.13839826791293242],[-0.99786078],9,1323
33533,[-0.20600947131835173],[-0.99359895],10,1323
33534,[-0.033514585308924066],[-0.99478477],11,1323
33535,[-0.002873984667945917],[-0.99715641],12,1323
33536,[0.03582879975042566],[-0.99691924],13,1323
33537,[-0.23125000643326116],[-0.99597059],14,1323
33538,[-1.0],[-0.99715641],15,1323
33539,[0.051639530174137055],[-0.99359895],16,1323
33540,[-0.06060608789868378],[-0.99960394],17,1323
33541,[0.2545772340337516],[-0.99668208],18,1323
33542,[0.17727263610061306],[-0.98292658],19,1323
33543,[-0.09428575242824658],[-0.99782995],20,1323
33544,[-0.10587265654377834],[-0.99739357],21,1323
33545,[0.014180270800096567],[-0.99478477],22,1323
33546,[-0.28846158928563925],[-0.99146447],23,1323
33547,[-0.4064646527142005],[-0.99431044],24,1323
33548,[-0.04500671966301449],[-0.99407328],0,1324
33549,[-0.2713708554879779],[-0.98387523],1,1324
33550,[-0.060785735847819926],[-0.99924819],2,1324
33551,[0.14898987784426304],[-0.97320286],3,1324
33552,[-0.1251040345269024],[-0.9991889],4,1324
33553,[-0.11049535417349228],[-0.99668208],5,1324
33554,[-0.10666849746268005],[-0.99288746],6,1324
33555,[-0.4095237970712679],[-0.99478477],7,1324
33556,[-0.11014744188741282],[-0.99763073],8,1324
33557,[0.15245076371364724],[-0.99549626],9,1324
33558,[-0.22689803390914243],[-0.99620775],10,1324
33559,[0.12394174940026012],[-0.97723465],11,1324
33560,[-0.03701564254758921],[-0.99763073],12,1324
33561,[0.09452196613036129],[-0.99265029],13,1324
33562,[0.04731377753613136],[-0.99027866],14,1324
33563,[0.0749452950243503],[-0.99265029],15,1324
33564,[-0.07786169400939447],[-0.99597059],16,1324
33565,[-0.23666670107012466],[-0.96893391],17,1324
33566,[-0.08780952923300307],[-0.99776829],18,1324
33567,[-0.01947334249911928],[-0.99951381],19,1324
33568,[-0.7445030252184673],[-0.98838134],20,1324
33569,[-0.009090928311659918],[-0.99739357],21,1324
33570,[0.024494617606816288],[-0.98458672],22,1324
33571,[-0.3857055412481372],[-0.99668208],23,1324
33572,[-0.1285714753678149],[-0.99798648],24,1324
33573,[-0.03234210433266854],[-0.99764496],0,1325
33574,[-0.2000000125187785],[-0.99312462],1,1325
33575,[-0.012648250504875364],[-0.96751093],2,1325
33576,[0.05416664035404889],[-0.99431044],3,1325
33577,[-0.7999999944360985],[-0.99832562],4,1325
33578,[-0.10000004885801057],[-0.99668208],5,1325
33579,[-0.5502612404790864],[-0.9981691],6,1325
33580,[-0.07873251763012622],[-0.98102927],7,1325
33581,[0.7315270609115635],[-0.99715641],8,1325
33582,[-0.3273425367869175],[-0.9996822],9,1325
33583,[-0.11016234292862467],[-0.99985059],10,1325
33584,[-0.240740742801445],[-0.97106839],11,1325
33585,[-1.0],[-0.98814418],12,1325
33586,[-0.11818184984231483],[-0.99739357],13,1325
33587,[-0.0025157598207243975],[-0.99966086],14,1325
33588,[-0.06637498445932744],[-0.99668208],15,1325
33589,[-0.3741333771249479],[-0.99715641],16,1325
33590,[-0.06909092998083038],[-0.99312462],17,1325
33591,[-0.12368532482571981],[-0.99431044],18,1325
33592,[0.027937504254646],[-0.9952591],19,1325
33593,[0.012062163024040617],[-0.961819],20,1325
33594,[0.3392156106163582],[-0.99739357],21,1325
33595,[-0.08510991550130514],[-0.99715641],22,1325
33596,[0.013240666923737487],[-0.99478477],23,1325
33597,[0.0360268050972794],[-0.99691924],24,1325
33598,[-0.2484848731008978],[-0.99763073],0,1326
33599,[0.0892815358949963],[-0.99383611],1,1326
33600,[0.141666614968748],[-0.97936912],2,1326
33601,[-0.07031860486058544],[-0.99620775],3,1326
33602,[-0.044949501890321625],[-0.99644491],4,1326
33603,[-0.1941341997477939],[-0.99974386],5,1326
33604,[-0.08334591702403372],[-0.99944978],6,1326
33605,[-0.07846894518079743],[-0.99784892],7,1326
33606,[-0.3813436093402217],[-0.98648403],8,1326
33607,[0.05665120059676185],[-0.99217597],9,1326
33608,[-0.1444444901920795],[-0.99359895],10,1326
33609,[-0.16874828336249603],[-0.99122731],11,1326
33610,[-0.22478064248541263],[-0.99844421],12,1326
33611,[0.13333328140358544],[-0.99336178],13,1326
33612,[-0.3713804699098779],[-0.99843472],14,1326
33613,[0.044749945605907365],[-0.99947824],15,1326
33614,[-0.1916083901298723],[-0.9952591],16,1326
33615,[-0.3913806373833149],[-0.99644491],17,1326
33616,[0.1979646469138332],[-0.99715641],18,1326
33617,[0.037484742043196545],[-0.93312218],19,1326
33618,[-0.17332800376475832],[-0.99288746],20,1326
33619,[-0.383333343997478],[-0.99786078],21,1326
33620,[-0.36628593908323426],[-0.99835171],22,1326
33621,[-0.20415338157662552],[-0.99644491],23,1326
33622,[0.10999998915039197],[-0.99715641],24,1326
33623,[-0.16889866518941368],[-0.99597059],0,1327
33624,[-0.28587665625873965],[-0.87122243],1,1327
33625,[-0.14696970169058313],[-0.99979367],2,1327
33626,[-0.32000000890224245],[-0.99873355],3,1327
33627,[-0.01044180883663852],[-0.99597059],4,1327
33628,[0.12825391220869953],[-0.99763073],5,1327
33629,[0.040882922741971944],[-0.99502193],6,1327
33630,[-0.19372298569306695],[-0.99855567],7,1327
33631,[-0.16928377063605882],[-0.99838729],8,1327
33632,[0.0854166412234085],[-0.99763311],9,1327
33633,[-0.02234848863151638],[-0.9670366],10,1327
33634,[-0.15442016231069275],[-0.99818332],11,1327
33635,[-0.050952402240928105],[-0.99844658],12,1327
33636,[-0.12403413190018726],[-0.99837543],13,1327
33637,[-0.3227272804408635],[-0.99715641],14,1327
33638,[-0.1739297744931223],[-0.9993644],15,1327
33639,[-0.007413474584473209],[-0.99957311],16,1327
33640,[-0.23441561604672606],[-0.98458672],17,1327
33641,[0.13576634773733792],[-0.99312462],18,1327
33642,[-0.35160680886904827],[-0.99833985],19,1327
33643,[-0.13193186674266583],[-0.99886636],20,1327
33644,[-0.08194806673755262],[-0.99833037],21,1327
33645,[-0.029545450941563745],[-0.9919388],22,1327
33646,[-0.11911978846032348],[-0.99888533],23,1327
33647,[0.22051283092730295],[-0.97201704],24,1327
33648,[0.13080390393378694],[-0.9987122],0,1328
33649,[-0.15813496030531798],[-0.99826633],1,1328
33650,[-0.44328566303025824],[-0.99776829],2,1328
33651,[0.08278057594114996],[-0.99836831],3,1328
33652,[-0.054761915227338635],[-0.99359895],4,1328
33653,[0.12857136061234523],[-0.99849164],5,1328
33654,[-0.06965520696754038],[-0.99857227],6,1328
33655,[-0.1244107732615805],[-0.99847504],7,1328
33656,[-0.012468425206376907],[-0.99549626],8,1328
33657,[0.09444436361331898],[-0.98790702],9,1328
33658,[-0.41758335886005005],[-0.99866477],10,1328
33659,[0.06876537219065745],[-0.99644491],11,1328
33660,[0.0710520383645479],[-0.99938337],12,1328
33661,[-0.4174603409965042],[-0.9978679],13,1328
33662,[-0.05367472190715855],[-0.99502193],14,1328
33663,[-0.4237172821375753],[-0.9980268],15,1328
33664,[-0.2300000481277485],[-0.99549626],16,1328
33665,[-0.2940035690759353],[-0.99927191],17,1328
33666,[-0.34660394332064604],[-0.99407328],18,1328
33667,[-0.2629629656418785],[-0.99336178],19,1328
33668,[-0.1547487628595327],[-0.98838134],20,1328
33669,[-0.018366960673425692],[-0.99146447],21,1328
33670,[-0.006088584434668212],[-0.99824499],22,1328
33671,[-0.19030745953117062],[-0.99949721],23,1328
33672,[-0.12777778046313304],[-0.99917704],24,1328
33673,[-0.5857864459407569],[-0.99837306],0,1329
33674,[-0.36190475607591266],[-0.99027866],1,1329
33675,[-0.4907407358465681],[-0.99383611],2,1329
33676,[-0.10653909589145093],[-0.99853433],3,1329
33677,[-0.11148538721061833],[-0.99170164],4,1329
33678,[0.006350734611660136],[-0.99773271],5,1329
33679,[-0.07912996102848607],[-0.99773509],6,1329
33680,[-0.3237603439537179],[-0.99502193],7,1329
33681,[0.031726215204089914],[-0.99691924],8,1329
33682,[0.08888884963247234],[-0.99597059],9,1329
33683,[-0.40756085260003483],[-0.9945476],10,1329
33684,[-0.02493116132340624],[-0.99930985],11,1329
33685,[0.08181818788789263],[-0.99986007],12,1329
33686,[-0.2297933909139651],[-0.99989565],13,1329
33687,[-0.386666677423543],[-0.99478477],14,1329
33688,[-0.00875737936786787],[-0.99691924],15,1329
33689,[-0.014582721709862606],[-0.99668208],16,1329
33690,[0.010599941873920396],[-0.99889244],17,1329
33691,[-0.6712686160148171],[-0.9983612],18,1329
33692,[-0.2616161954491792],[-0.99880944],19,1329
33693,[0.04361709351853041],[-0.98434956],20,1329
33694,[-0.07562586450859243],[-0.98766985],21,1329
33695,[0.023593042997636565],[-0.99763073],22,1329
33696,[-0.760199014082207],[-0.99842523],23,1329
33697,[-0.1329726223494303],[-0.99668208],24,1329
33698,[-0.13004436529918112],[-0.99825922],0,1330
33699,[0.0506493782520831],[-0.99797936],1,1330
33700,[0.07008978940882965],[-0.99795565],2,1330
33701,[-0.08292993540115548],[-0.99802917],3,1330
33702,[0.4364898858423715],[-0.99027866],4,1330
33703,[-0.1498106367832481],[-0.99739357],5,1330
33704,[-0.000909120650673792],[-0.98980433],6,1330
33705,[-0.31666668938593134],[-0.99896597],7,1330
33706,[-0.02432468214334506],[-0.99879046],8,1330
33707,[-0.1517732995819646],[-0.99644491],9,1330
33708,[-0.347916690255291],[-0.99827108],10,1330
33709,[0.01573226550192694],[-0.9945476],11,1330
33710,[-0.22859932895452423],[-0.99763073],12,1330
33711,[-0.26449277428622864],[-0.99668208],13,1330
33712,[-0.14707073171064183],[-0.99668208],14,1330
33713,[-0.3024776137116122],[-0.99765919],15,1330
33714,[0.05404040933735074],[-0.99797699],16,1330
33715,[-0.1604762326956054],[-0.99778015],17,1330
33716,[-0.590476202928732],[-0.99799122],18,1330
33717,[0.0439117855647857],[-0.99801494],19,1330
33718,[0.09166666921678823],[-0.99763073],20,1330
33719,[0.17603895220717058],[-0.9980434],21,1330
33720,[0.09697649521439092],[-0.9952591],22,1330
33721,[0.08840903267148037],[-0.99808609],23,1330
33722,[-0.00288602355995167],[-0.99942132],24,1330
33723,[-0.11254104505396413],[-0.99978892],0,1331
33724,[-0.07120039632227218],[-0.99597059],1,1331
33725,[0.011268472466156823],[-0.99241313],2,1331
33726,[-0.06207730865958126],[-0.99668208],3,1331
33727,[-0.12080421575569507],[-0.99880944],4,1331
33728,[0.1884790293350868],[-0.98956716],5,1331
33729,[0.19086775137338652],[-0.98933],6,1331
33730,[-0.3147321486321746],[-0.99478477],7,1331
33731,[0.2588293345248243],[-0.99852484],8,1331
33732,[-0.40768668023386967],[-0.99773271],9,1331
33733,[-0.28721304977502504],[-0.99691924],10,1331
33734,[-0.19631894915481413],[-0.99969643],11,1331
33735,[-0.10642078082876481],[-0.98434956],12,1331
33736,[-0.15844156605579385],[-0.98861851],13,1331
33737,[-0.17750003275747045],[-0.99620775],14,1331
33738,[0.04993507065974159],[-0.99359895],15,1331
33739,[-0.16587301551975225],[-0.99004149],16,1331
33740,[-0.26163586384120247],[-0.99817384],17,1331
33741,[-0.024586227246042022],[-0.9945476],18,1331
33742,[-0.06343438945736352],[-0.99792956],19,1331
33743,[-0.15697499463013947],[-0.99812403],20,1331
33744,[0.006689645765582994],[1.],21,1331
33745,[-0.08090015803984191],[-0.99739357],22,1331
33746,[-0.39692642844618115],[-0.97747181],23,1331
33747,[-0.23581132075366718],[-0.99597059],24,1331
33748,[-0.14705159884414395],[-0.99988142],0,1332
33749,[-0.05189397434746491],[-0.97842046],1,1332
33750,[0.07142850585401733],[-0.99075298],2,1332
33751,[-0.37250932989788377],[-0.99977707],3,1332
33752,[-0.17093601293429067],[-0.99895885],4,1332
33753,[-0.11590912471927681],[-0.99431044],5,1332
33754,[-0.05433800156729541],[-0.99620775],6,1332
33755,[0.1443402365865531],[-0.99772086],7,1332
33756,[-0.11494954947906719],[-0.99838491],8,1332
33757,[-0.26272323103330636],[-0.99839914],9,1332
33758,[0.049074029073444325],[-0.99691924],10,1332
33759,[0.052885259914462274],[-0.99796988],11,1332
33760,[-0.5346629815462911],[-0.99359895],12,1332
33761,[-0.42494172995442414],[-0.99739357],13,1332
33762,[-0.3086580233866918],[-0.99820941],14,1332
33763,[-0.09054180480559183],[-0.99597059],15,1332
33764,[0.07505043885412674],[-0.99620775],16,1332
33765,[-0.057083334921363554],[-0.9670366],17,1332
33766,[-0.5756576691608988],[-0.9982521],18,1332
33767,[-0.21555765497016788],[-0.99051582],19,1332
33768,[0.2769230311278872],[-0.99777303],20,1332
33769,[-0.22537108371922004],[-0.99796988],21,1332
33770,[-0.2175824282975137],[-0.99781572],22,1332
33771,[-0.1631757264556759],[-0.98743269],23,1332
33772,[0.2591470054845325],[-0.99715641],24,1332
33773,[0.1636362923172618],[-0.99620775],0,1333
33774,[-0.11309524904244209],[-0.99790347],1,1333
33775,[-0.2380952467060381],[-0.99715641],2,1333
33776,[-0.2756944521141282],[-0.99715641],3,1333
33777,[0.3555554819884127],[-0.99767105],4,1333
33778,[-0.16499086588190245],[-0.94189724],5,1333
33779,[0.029227467012392705],[-0.98292658],6,1333
33780,[0.0020462013032382514],[-0.99715641],7,1333
33781,[0.09090908838004477],[-0.99383611],8,1333
33782,[-0.059131351447486526],[-0.94189724],9,1333
33783,[-0.0038931036525094026],[-0.99956125],10,1333
33784,[-0.03501406373488185],[-0.99763073],11,1333
33785,[0.3999999276692797],[-0.96490213],12,1333
33786,[-0.08160921470008385],[-0.99771137],13,1333
33787,[0.07777771039274778],[-0.9980932],14,1333
33788,[-0.5760869798054576],[-0.99812641],15,1333
33789,[-0.1428571577604506],[-0.97628599],16,1333
33790,[-0.25827398760012205],[-0.99739357],17,1333
33791,[-0.017701893609911895],[-0.97842046],18,1333
33792,[-0.036267603802025344],[-0.99812878],19,1333
33793,[-0.1140889776729741],[-0.9952591],20,1333
33794,[0.13346561880224836],[-0.99312462],21,1333
33795,[-0.17021199285628422],[-0.9919388],22,1333
33796,[-0.18327274059068438],[-0.99968457],23,1333
33797,[0.22352941143741756],[-0.99816672],24,1333
33798,[-0.33687181708317526],[-0.99620775],0,1334
33799,[-0.5410956028791967],[-0.99597059],1,1334
33800,[-0.29673661316242733],[-0.99668208],2,1334
33801,[-0.46721216455828646],[-0.99739357],3,1334
33802,[-0.23981781672001937],[-0.99967746],4,1334
33803,[-0.10255124725424933],[-0.99795565],5,1334
33804,[-0.3190476497815515],[-0.99715641],6,1334
